Station information:,,,,,,,
Name,Agent Number,Network Number,Latitude (dec.deg),Longitude (dec.deg),Height (m),Posn_Precision,Observing Authority
Methven Cws,36645,H31665,-43.63978,171.65205,313,H,Niwa
"Note: Position precision types are: ""W"" = based on whole minutes, ""T"" = estimated to tenth minute,",,,,,,,
"G = derived from gridref , ""E"" = error cases derived from gridref,",,,,,,,
"H = based on GPS readings (NZGD49), ""D"" = by definition i.e. grid points.",,,,,,,
,,,,,,,
Earth Temp: 10cm,,,,,,,
Station,Date(NZST),Tearth(C),Depth(cm),,,,
36645,20140326:0900,12.6,10,,,,
36645,20140326:1000,12.5,10,,,,
36645,20140326:1100,12.5,10,,,,
36645,20140326:1200,12.8,10,,,,
36645,20140326:1300,13.2,10,,,,
36645,20140326:1400,13.8,10,,,,
36645,20140326:1500,14.3,10,,,,
36645,20140326:1600,14.8,10,,,,
36645,20140326:1700,15.1,10,,,,
36645,20140326:1800,15.3,10,,,,
36645,20140326:1900,15.4,10,,,,
36645,20140326:2000,15.3,10,,,,
36645,20140326:2100,15.1,10,,,,
36645,20140326:2200,14.9,10,,,,
36645,20140326:2300,14.6,10,,,,
36645,20140327:0000,14.4,10,,,,
36645,20140327:0100,14.1,10,,,,
36645,20140327:0200,13.9,10,,,,
36645,20140327:0300,13.7,10,,,,
36645,20140327:0400,13.5,10,,,,
36645,20140327:0500,13.3,10,,,,
36645,20140327:0600,13.2,10,,,,
36645,20140327:0700,13,10,,,,
36645,20140327:0800,12.9,10,,,,
36645,20140327:0900,12.8,10,,,,
36645,20140327:1000,12.7,10,,,,
36645,20140327:1100,12.8,10,,,,
36645,20140327:1200,13,10,,,,
36645,20140327:1300,13.6,10,,,,
36645,20140327:1400,14.2,10,,,,
36645,20140327:1500,14.8,10,,,,
36645,20140327:1600,15.4,10,,,,
36645,20140327:1700,15.8,10,,,,
36645,20140327:1800,16.2,10,,,,
36645,20140327:1900,16.4,10,,,,
36645,20140327:2000,16.3,10,,,,
36645,20140327:2100,16.2,10,,,,
36645,20140327:2200,16,10,,,,
36645,20140327:2300,15.7,10,,,,
36645,20140328:0000,15.4,10,,,,
36645,20140328:0100,15.2,10,,,,
36645,20140328:0200,15,10,,,,
36645,20140328:0300,14.8,10,,,,
36645,20140328:0400,14.6,10,,,,
36645,20140328:0500,14.5,10,,,,
36645,20140328:0600,14.4,10,,,,
36645,20140328:0700,14.2,10,,,,
36645,20140328:0800,14.1,10,,,,
36645,20140328:0900,14,10,,,,
36645,20140328:1000,13.9,10,,,,
36645,20140328:1100,14,10,,,,
36645,20140328:1200,14.2,10,,,,
36645,20140328:1300,14.6,10,,,,
36645,20140328:1400,15.1,10,,,,
36645,20140328:1500,15.6,10,,,,
36645,20140328:1600,16.1,10,,,,
36645,20140328:1700,16.4,10,,,,
36645,20140328:1800,16.6,10,,,,
36645,20140328:1900,16.7,10,,,,
36645,20140328:2000,16.6,10,,,,
36645,20140328:2100,16.5,10,,,,
36645,20140328:2200,16.4,10,,,,
36645,20140328:2300,16.2,10,,,,
36645,20140329:0000,16.1,10,,,,
36645,20140329:0100,16,10,,,,
36645,20140329:0200,15.8,10,,,,
36645,20140329:0300,15.7,10,,,,
36645,20140329:0400,15.6,10,,,,
36645,20140329:0500,15.5,10,,,,
36645,20140329:0600,15.4,10,,,,
36645,20140329:0700,15.4,10,,,,
36645,20140329:0800,15.3,10,,,,
36645,20140329:0900,15.2,10,,,,
36645,20140329:1000,15.2,10,,,,
36645,20140329:1100,15.2,10,,,,
36645,20140329:1200,15.4,10,,,,
36645,20140329:1300,15.6,10,,,,
36645,20140329:1400,15.9,10,,,,
36645,20140329:1500,16.3,10,,,,
36645,20140329:1600,16.7,10,,,,
36645,20140329:1700,17,10,,,,
36645,20140329:1800,17.3,10,,,,
36645,20140329:1900,17.3,10,,,,
36645,20140329:2000,17.2,10,,,,
36645,20140329:2100,17,10,,,,
36645,20140329:2200,16.7,10,,,,
36645,20140329:2300,16.5,10,,,,
36645,20140330:0000,16.4,10,,,,
36645,20140330:0100,16.3,10,,,,
36645,20140330:0200,16.2,10,,,,
36645,20140330:0300,16,10,,,,
36645,20140330:0400,15.7,10,,,,
36645,20140330:0500,15.5,10,,,,
36645,20140330:0600,15.4,10,,,,
36645,20140330:0700,15.2,10,,,,
36645,20140330:0800,15.1,10,,,,
36645,20140330:0900,15,10,,,,
36645,20140330:1000,15,10,,,,
36645,20140330:1100,15,10,,,,
36645,20140330:1200,15.2,10,,,,
36645,20140330:1300,15.6,10,,,,
36645,20140330:1400,16,10,,,,
36645,20140330:1500,16.3,10,,,,
36645,20140330:1600,16.6,10,,,,
36645,20140330:1700,16.8,10,,,,
36645,20140330:1800,16.9,10,,,,
36645,20140330:1900,16.9,10,,,,
36645,20140330:2000,16.8,10,,,,
36645,20140330:2100,16.6,10,,,,
36645,20140330:2200,16.4,10,,,,
36645,20140330:2300,16.3,10,,,,
36645,20140331:0000,16.1,10,,,,
36645,20140331:0100,16,10,,,,
36645,20140331:0200,15.8,10,,,,
36645,20140331:0300,15.7,10,,,,
36645,20140331:0400,15.6,10,,,,
36645,20140331:0500,15.5,10,,,,
36645,20140331:0600,15.3,10,,,,
36645,20140331:0700,15.2,10,,,,
36645,20140331:0800,15.1,10,,,,
36645,20140331:0900,15,10,,,,
36645,20140331:1000,15,10,,,,
36645,20140331:1100,15,10,,,,
36645,20140331:1200,15.2,10,,,,
36645,20140331:1300,15.5,10,,,,
36645,20140331:1400,15.8,10,,,,
36645,20140331:1500,16.2,10,,,,
36645,20140331:1600,16.4,10,,,,
36645,20140331:1700,16.6,10,,,,
36645,20140331:1800,16.6,10,,,,
36645,20140331:1900,16.6,10,,,,
36645,20140331:2000,16.6,10,,,,
36645,20140331:2100,16.4,10,,,,
36645,20140331:2200,16.3,10,,,,
36645,20140331:2300,16.2,10,,,,
36645,20140401:0000,16,10,,,,
36645,20140401:0100,16,10,,,,
36645,20140401:0200,15.9,10,,,,
36645,20140401:0300,15.8,10,,,,
36645,20140401:0400,15.7,10,,,,
36645,20140401:0500,15.7,10,,,,
36645,20140401:0600,15.6,10,,,,
36645,20140401:0700,15.6,10,,,,
36645,20140401:0800,15.6,10,,,,
36645,20140401:0900,15.5,10,,,,
36645,20140401:1000,15.5,10,,,,
36645,20140401:1100,15.5,10,,,,
36645,20140401:1200,15.5,10,,,,
36645,20140401:1300,15.6,10,,,,
36645,20140401:1400,15.8,10,,,,
36645,20140401:1500,15.9,10,,,,
36645,20140401:1600,16.1,10,,,,
36645,20140401:1700,16.2,10,,,,
36645,20140401:1800,16.3,10,,,,
36645,20140401:1900,16.3,10,,,,
36645,20140401:2000,16.2,10,,,,
36645,20140401:2100,16.2,10,,,,
36645,20140401:2200,16.1,10,,,,
36645,20140401:2300,16,10,,,,
36645,20140402:0000,16,10,,,,
36645,20140402:0100,15.9,10,,,,
36645,20140402:0200,15.8,10,,,,
36645,20140402:0300,15.7,10,,,,
36645,20140402:0400,15.6,10,,,,
36645,20140402:0500,15.5,10,,,,
36645,20140402:0600,15.4,10,,,,
36645,20140402:0700,15.3,10,,,,
36645,20140402:0800,15.2,10,,,,
36645,20140402:0900,15.1,10,,,,
36645,20140402:1000,15.1,10,,,,
36645,20140402:1100,15.2,10,,,,
36645,20140402:1200,15.3,10,,,,
36645,20140402:1300,15.5,10,,,,
36645,20140402:1400,15.8,10,,,,
36645,20140402:1500,16.1,10,,,,
36645,20140402:1600,16.4,10,,,,
36645,20140402:1700,16.6,10,,,,
36645,20140402:1800,16.8,10,,,,
36645,20140402:1900,16.9,10,,,,
36645,20140402:2000,16.9,10,,,,
36645,20140402:2100,16.7,10,,,,
36645,20140402:2200,16.6,10,,,,
36645,20140402:2300,16.4,10,,,,
36645,20140403:0000,16.2,10,,,,
36645,20140403:0100,16,10,,,,
36645,20140403:0200,15.8,10,,,,
36645,20140403:0300,15.6,10,,,,
36645,20140403:0400,15.5,10,,,,
36645,20140403:0500,15.3,10,,,,
36645,20140403:0600,15.1,10,,,,
36645,20140403:0700,15,10,,,,
36645,20140403:0800,14.8,10,,,,
36645,20140403:0900,14.6,10,,,,
36645,20140403:1000,14.6,10,,,,
36645,20140403:1100,14.7,10,,,,
36645,20140403:1200,14.9,10,,,,
36645,20140403:1300,15.3,10,,,,
36645,20140403:1400,15.7,10,,,,
36645,20140403:1500,16.1,10,,,,
36645,20140403:1600,16.4,10,,,,
36645,20140403:1700,16.6,10,,,,
36645,20140403:1800,16.7,10,,,,
36645,20140403:1900,16.8,10,,,,
36645,20140403:2000,16.7,10,,,,
36645,20140403:2100,16.6,10,,,,
36645,20140403:2200,16.5,10,,,,
36645,20140403:2300,16.4,10,,,,
36645,20140404:0000,16.3,10,,,,
36645,20140404:0100,16.2,10,,,,
36645,20140404:0200,16.1,10,,,,
36645,20140404:0300,16,10,,,,
36645,20140404:0400,15.9,10,,,,
36645,20140404:0500,15.8,10,,,,
36645,20140404:0600,15.7,10,,,,
36645,20140404:0700,15.6,10,,,,
36645,20140404:0800,15.5,10,,,,
36645,20140404:0900,15.3,10,,,,
36645,20140404:1000,15.1,10,,,,
36645,20140404:1100,15.2,10,,,,
36645,20140404:1200,15.4,10,,,,
36645,20140404:1300,15.7,10,,,,
36645,20140404:1400,16.2,10,,,,
36645,20140404:1500,16.6,10,,,,
36645,20140404:1600,16.9,10,,,,
36645,20140404:1700,17.1,10,,,,
36645,20140404:1800,17.2,10,,,,
36645,20140404:1900,17.2,10,,,,
36645,20140404:2000,17.1,10,,,,
36645,20140404:2100,17,10,,,,
36645,20140404:2200,16.9,10,,,,
36645,20140404:2300,16.8,10,,,,
36645,20140405:0000,16.7,10,,,,
36645,20140405:0100,16.6,10,,,,
36645,20140405:0200,16.5,10,,,,
36645,20140405:0300,16.4,10,,,,
36645,20140405:0400,16.3,10,,,,
36645,20140405:0500,16.2,10,,,,
36645,20140405:0600,16.1,10,,,,
36645,20140405:0700,16,10,,,,
36645,20140405:0800,16,10,,,,
36645,20140405:0900,15.9,10,,,,
36645,20140405:1000,15.8,10,,,,
36645,20140405:1100,15.8,10,,,,
36645,20140405:1200,15.8,10,,,,
36645,20140405:1300,15.8,10,,,,
36645,20140405:1400,15.9,10,,,,
36645,20140405:1500,16,10,,,,
36645,20140405:1600,16.1,10,,,,
36645,20140405:1700,16.2,10,,,,
36645,20140405:1800,16.2,10,,,,
36645,20140405:1900,16.3,10,,,,
36645,20140405:2000,16.2,10,,,,
36645,20140405:2100,16.2,10,,,,
36645,20140405:2200,16.1,10,,,,
36645,20140405:2300,16,10,,,,
36645,20140406:0000,16,10,,,,
36645,20140406:0100,15.9,10,,,,
36645,20140406:0200,15.8,10,,,,
36645,20140406:0300,15.7,10,,,,
36645,20140406:0400,15.7,10,,,,
36645,20140406:0500,15.6,10,,,,
36645,20140406:0600,15.6,10,,,,
36645,20140406:0700,15.5,10,,,,
36645,20140406:0800,15.4,10,,,,
36645,20140406:0900,15.4,10,,,,
36645,20140406:1000,15.4,10,,,,
36645,20140406:1100,15.4,10,,,,
36645,20140406:1200,15.5,10,,,,
36645,20140406:1300,15.7,10,,,,
36645,20140406:1400,15.9,10,,,,
36645,20140406:1500,16.1,10,,,,
36645,20140406:1600,16.2,10,,,,
36645,20140406:1700,16.3,10,,,,
36645,20140406:1800,16.3,10,,,,
36645,20140406:1900,16.3,10,,,,
36645,20140406:2000,16.2,10,,,,
36645,20140406:2100,16.1,10,,,,
36645,20140406:2200,16,10,,,,
36645,20140406:2300,15.9,10,,,,
36645,20140407:0000,15.8,10,,,,
36645,20140407:0100,15.7,10,,,,
36645,20140407:0200,15.7,10,,,,
36645,20140407:0300,15.6,10,,,,
36645,20140407:0400,15.6,10,,,,
36645,20140407:0500,15.6,10,,,,
36645,20140407:0600,15.5,10,,,,
36645,20140407:0700,15.5,10,,,,
36645,20140407:0800,15.5,10,,,,
36645,20140407:0900,15.4,10,,,,
36645,20140407:1000,15.4,10,,,,
36645,20140407:1100,15.4,10,,,,
36645,20140407:1200,15.4,10,,,,
36645,20140407:1300,15.5,10,,,,
36645,20140407:1400,15.5,10,,,,
36645,20140407:1500,15.6,10,,,,
36645,20140407:1600,15.6,10,,,,
36645,20140407:1700,15.6,10,,,,
36645,20140407:1800,15.6,10,,,,
36645,20140407:1900,15.5,10,,,,
36645,20140407:2000,15.4,10,,,,
36645,20140407:2100,15.3,10,,,,
36645,20140407:2200,15.2,10,,,,
36645,20140407:2300,15,10,,,,
36645,20140408:0000,14.9,10,,,,
36645,20140408:0100,14.8,10,,,,
36645,20140408:0200,14.7,10,,,,
36645,20140408:0300,14.6,10,,,,
36645,20140408:0400,14.5,10,,,,
36645,20140408:0500,14.4,10,,,,
36645,20140408:0600,14.4,10,,,,
36645,20140408:0700,14.3,10,,,,
36645,20140408:0800,14.2,10,,,,
36645,20140408:0900,14.1,10,,,,
36645,20140408:1000,14,10,,,,
36645,20140408:1100,14,10,,,,
36645,20140408:1200,14.1,10,,,,
36645,20140408:1300,14.2,10,,,,
36645,20140408:1400,14.3,10,,,,
36645,20140408:1500,14.4,10,,,,
36645,20140408:1600,14.5,10,,,,
36645,20140408:1700,14.6,10,,,,
36645,20140408:1800,14.7,10,,,,
36645,20140408:1900,14.7,10,,,,
36645,20140408:2000,14.7,10,,,,
36645,20140408:2100,14.6,10,,,,
36645,20140408:2200,14.6,10,,,,
36645,20140408:2300,14.5,10,,,,
36645,20140409:0000,14.5,10,,,,
36645,20140409:0100,14.4,10,,,,
36645,20140409:0200,14.4,10,,,,
36645,20140409:0300,14.4,10,,,,
36645,20140409:0400,14.4,10,,,,
36645,20140409:0500,14.3,10,,,,
36645,20140409:0600,14.3,10,,,,
36645,20140409:0700,14.2,10,,,,
36645,20140409:0800,14.2,10,,,,
36645,20140409:0900,14.1,10,,,,
36645,20140409:1000,14,10,,,,
36645,20140409:1100,14.1,10,,,,
36645,20140409:1200,14.2,10,,,,
36645,20140409:1300,14.4,10,,,,
36645,20140409:1400,14.6,10,,,,
36645,20140409:1500,14.8,10,,,,
36645,20140409:1600,15,10,,,,
36645,20140409:1700,15.2,10,,,,
36645,20140409:1800,15.3,10,,,,
36645,20140409:1900,15.4,10,,,,
36645,20140409:2000,15.4,10,,,,
36645,20140409:2100,15.4,10,,,,
36645,20140409:2200,15.3,10,,,,
36645,20140409:2300,15.2,10,,,,
36645,20140410:0000,15.2,10,,,,
36645,20140410:0100,15.1,10,,,,
36645,20140410:0200,15,10,,,,
36645,20140410:0300,15,10,,,,
36645,20140410:0400,14.8,10,,,,
36645,20140410:0500,14.8,10,,,,
36645,20140410:0600,14.7,10,,,,
36645,20140410:0700,14.6,10,,,,
36645,20140410:0800,14.5,10,,,,
36645,20140410:0900,14.4,10,,,,
36645,20140410:1000,14.4,10,,,,
36645,20140410:1100,14.4,10,,,,
36645,20140410:1200,14.5,10,,,,
36645,20140410:1300,14.6,10,,,,
36645,20140410:1400,14.7,10,,,,
36645,20140410:1500,14.9,10,,,,
36645,20140410:1600,15,10,,,,
36645,20140410:1700,15.1,10,,,,
36645,20140410:1800,15.2,10,,,,
36645,20140410:1900,15.2,10,,,,
36645,20140410:2000,15.1,10,,,,
36645,20140410:2100,15.1,10,,,,
36645,20140410:2200,15,10,,,,
36645,20140410:2300,15,10,,,,
36645,20140411:0000,14.9,10,,,,
36645,20140411:0100,14.9,10,,,,
36645,20140411:0200,14.8,10,,,,
36645,20140411:0300,14.8,10,,,,
36645,20140411:0400,14.7,10,,,,
36645,20140411:0500,14.7,10,,,,
36645,20140411:0600,14.6,10,,,,
36645,20140411:0700,14.6,10,,,,
36645,20140411:0800,14.5,10,,,,
36645,20140411:0900,14.5,10,,,,
36645,20140411:1000,14.5,10,,,,
36645,20140411:1100,14.6,10,,,,
36645,20140411:1200,14.7,10,,,,
36645,20140411:1300,14.9,10,,,,
36645,20140411:1400,15.1,10,,,,
36645,20140411:1500,15.3,10,,,,
36645,20140411:1600,15.4,10,,,,
36645,20140411:1700,15.6,10,,,,
36645,20140411:1800,15.6,10,,,,
36645,20140411:1900,15.6,10,,,,
36645,20140411:2000,15.6,10,,,,
36645,20140411:2100,15.6,10,,,,
36645,20140411:2200,15.5,10,,,,
36645,20140411:2300,15.5,10,,,,
36645,20140412:0000,15.4,10,,,,
36645,20140412:0100,15.4,10,,,,
36645,20140412:0200,15.3,10,,,,
36645,20140412:0300,15.2,10,,,,
36645,20140412:0400,15.2,10,,,,
36645,20140412:0500,15.2,10,,,,
36645,20140412:0600,15.1,10,,,,
36645,20140412:0700,15,10,,,,
36645,20140412:0800,15,10,,,,
36645,20140412:0900,14.9,10,,,,
36645,20140412:1000,14.8,10,,,,
36645,20140412:1100,14.8,10,,,,
36645,20140412:1200,14.7,10,,,,
36645,20140412:1300,14.7,10,,,,
36645,20140412:1400,14.8,10,,,,
36645,20140412:1500,14.8,10,,,,
36645,20140412:1600,14.8,10,,,,
36645,20140412:1700,14.9,10,,,,
36645,20140412:1800,14.8,10,,,,
36645,20140412:1900,14.8,10,,,,
36645,20140412:2000,14.7,10,,,,
36645,20140412:2100,14.6,10,,,,
36645,20140412:2200,14.5,10,,,,
36645,20140412:2300,14.4,10,,,,
36645,20140413:0000,14.2,10,,,,
36645,20140413:0100,14.1,10,,,,
36645,20140413:0200,14,10,,,,
36645,20140413:0300,13.9,10,,,,
36645,20140413:0400,13.8,10,,,,
36645,20140413:0500,13.7,10,,,,
36645,20140413:0600,13.6,10,,,,
36645,20140413:0700,13.5,10,,,,
36645,20140413:0800,13.4,10,,,,
36645,20140413:0900,13.3,10,,,,
36645,20140413:1000,13.3,10,,,,
36645,20140413:1100,13.3,10,,,,
36645,20140413:1200,13.3,10,,,,
36645,20140413:1300,13.4,10,,,,
36645,20140413:1400,13.6,10,,,,
36645,20140413:1500,13.7,10,,,,
36645,20140413:1600,13.9,10,,,,
36645,20140413:1700,14,10,,,,
36645,20140413:1800,14,10,,,,
36645,20140413:1900,14,10,,,,
36645,20140413:2000,13.9,10,,,,
36645,20140413:2100,13.8,10,,,,
36645,20140413:2200,13.8,10,,,,
36645,20140413:2300,13.6,10,,,,
36645,20140414:0000,13.6,10,,,,
36645,20140414:0100,13.5,10,,,,
36645,20140414:0200,13.4,10,,,,
36645,20140414:0300,13.3,10,,,,
36645,20140414:0400,13.3,10,,,,
36645,20140414:0500,13.2,10,,,,
36645,20140414:0600,13.1,10,,,,
36645,20140414:0700,13,10,,,,
36645,20140414:0800,13,10,,,,
36645,20140414:0900,12.9,10,,,,
36645,20140414:1000,12.9,10,,,,
36645,20140414:1100,12.9,10,,,,
36645,20140414:1200,13,10,,,,
36645,20140414:1300,13.2,10,,,,
36645,20140414:1400,13.4,10,,,,
36645,20140414:1500,13.5,10,,,,
36645,20140414:1600,13.7,10,,,,
36645,20140414:1700,13.8,10,,,,
36645,20140414:1800,14,10,,,,
36645,20140414:1900,14,10,,,,
36645,20140414:2000,14,10,,,,
36645,20140414:2100,14,10,,,,
36645,20140414:2200,13.9,10,,,,
36645,20140414:2300,13.9,10,,,,
36645,20140415:0000,13.8,10,,,,
36645,20140415:0100,13.8,10,,,,
36645,20140415:0200,13.7,10,,,,
36645,20140415:0300,13.6,10,,,,
36645,20140415:0400,13.6,10,,,,
36645,20140415:0500,13.5,10,,,,
36645,20140415:0600,13.4,10,,,,
36645,20140415:0700,13.3,10,,,,
36645,20140415:0800,13.2,10,,,,
36645,20140415:0900,13.2,10,,,,
36645,20140415:1000,13.1,10,,,,
36645,20140415:1100,13.2,10,,,,
36645,20140415:1200,13.2,10,,,,
36645,20140415:1300,13.5,10,,,,
36645,20140415:1400,13.8,10,,,,
36645,20140415:1500,14,10,,,,
36645,20140415:1600,14.3,10,,,,
36645,20140415:1700,14.4,10,,,,
36645,20140415:1800,14.6,10,,,,
36645,20140415:1900,14.6,10,,,,
36645,20140415:2000,14.6,10,,,,
36645,20140415:2100,14.5,10,,,,
36645,20140415:2200,14.5,10,,,,
36645,20140415:2300,14.4,10,,,,
36645,20140416:0000,14.4,10,,,,
36645,20140416:0100,14.3,10,,,,
36645,20140416:0200,14.3,10,,,,
36645,20140416:0300,14.2,10,,,,
36645,20140416:0400,14.2,10,,,,
36645,20140416:0500,14.1,10,,,,
36645,20140416:0600,14,10,,,,
36645,20140416:0700,13.9,10,,,,
36645,20140416:0800,13.9,10,,,,
36645,20140416:0900,13.9,10,,,,
36645,20140416:1000,13.8,10,,,,
36645,20140416:1100,13.8,10,,,,
36645,20140416:1200,13.9,10,,,,
36645,20140416:1300,13.9,10,,,,
36645,20140416:1400,14,10,,,,
36645,20140416:1500,14,10,,,,
36645,20140416:1600,14.1,10,,,,
36645,20140416:1700,14,10,,,,
36645,20140416:1800,14,10,,,,
36645,20140416:1900,13.9,10,,,,
36645,20140416:2000,13.8,10,,,,
36645,20140416:2100,13.7,10,,,,
36645,20140416:2200,13.6,10,,,,
36645,20140416:2300,13.5,10,,,,
36645,20140417:0000,13.4,10,,,,
36645,20140417:0100,13.3,10,,,,
36645,20140417:0200,13.2,10,,,,
36645,20140417:0300,13.1,10,,,,
36645,20140417:0400,13,10,,,,
36645,20140417:0500,13,10,,,,
36645,20140417:0600,12.8,10,,,,
36645,20140417:0700,12.8,10,,,,
36645,20140417:0800,12.7,10,,,,
36645,20140417:0900,12.6,10,,,,
36645,20140417:1000,12.5,10,,,,
36645,20140417:1100,12.5,10,,,,
36645,20140417:1200,12.4,10,,,,
36645,20140417:1300,12.4,10,,,,
36645,20140417:1400,12.5,10,,,,
36645,20140417:1500,12.5,10,,,,
36645,20140417:1600,12.4,10,,,,
36645,20140417:1700,12.3,10,,,,
36645,20140417:1800,12.2,10,,,,
36645,20140417:1900,12,10,,,,
36645,20140417:2000,11.9,10,,,,
36645,20140417:2100,11.8,10,,,,
36645,20140417:2200,11.7,10,,,,
36645,20140417:2300,11.5,10,,,,
36645,20140418:0000,11.4,10,,,,
36645,20140418:0100,11.3,10,,,,
36645,20140418:0200,11.2,10,,,,
36645,20140418:0300,11.2,10,,,,
36645,20140418:0400,11.1,10,,,,
36645,20140418:0500,11,10,,,,
36645,20140418:0600,10.9,10,,,,
36645,20140418:0700,10.8,10,,,,
36645,20140418:0800,10.8,10,,,,
36645,20140418:0900,10.9,10,,,,
36645,20140418:1000,10.9,10,,,,
36645,20140418:1100,11,10,,,,
36645,20140418:1200,11.1,10,,,,
36645,20140418:1300,11.3,10,,,,
36645,20140418:1400,11.5,10,,,,
36645,20140418:1500,11.8,10,,,,
36645,20140418:1600,12,10,,,,
36645,20140418:1700,12.2,10,,,,
36645,20140418:1800,12.3,10,,,,
36645,20140418:1900,12.4,10,,,,
36645,20140418:2000,12.4,10,,,,
36645,20140418:2100,12.5,10,,,,
36645,20140418:2200,12.5,10,,,,
36645,20140418:2300,12.6,10,,,,
36645,20140419:0000,12.6,10,,,,
36645,20140419:0100,12.6,10,,,,
36645,20140419:0200,12.6,10,,,,
36645,20140419:0300,12.6,10,,,,
36645,20140419:0400,12.6,10,,,,
36645,20140419:0500,12.6,10,,,,
36645,20140419:0600,12.5,10,,,,
36645,20140419:0700,12.5,10,,,,
36645,20140419:0800,12.4,10,,,,
36645,20140419:0900,12.3,10,,,,
36645,20140419:1000,12.2,10,,,,
36645,20140419:1100,12.2,10,,,,
36645,20140419:1200,12.4,10,,,,
36645,20140419:1300,12.7,10,,,,
36645,20140419:1400,12.9,10,,,,
36645,20140419:1500,13.1,10,,,,
36645,20140419:1600,13.2,10,,,,
36645,20140419:1700,13.3,10,,,,
36645,20140419:1800,13.4,10,,,,
36645,20140419:1900,13.4,10,,,,
36645,20140419:2000,13.4,10,,,,
36645,20140419:2100,13.3,10,,,,
36645,20140419:2200,13.3,10,,,,
36645,20140419:2300,13.2,10,,,,
36645,20140420:0000,13.2,10,,,,
36645,20140420:0100,13.2,10,,,,
36645,20140420:0200,13.1,10,,,,
36645,20140420:0300,13,10,,,,
36645,20140420:0400,12.8,10,,,,
36645,20140420:0500,12.8,10,,,,
36645,20140420:0600,12.7,10,,,,
36645,20140420:0700,12.6,10,,,,
36645,20140420:0800,12.5,10,,,,
36645,20140420:0900,12.5,10,,,,
36645,20140420:1000,12.4,10,,,,
36645,20140420:1100,12.4,10,,,,
36645,20140420:1200,12.5,10,,,,
36645,20140420:1300,12.6,10,,,,
36645,20140420:1400,12.7,10,,,,
36645,20140420:1500,12.8,10,,,,
36645,20140420:1600,13,10,,,,
36645,20140420:1700,13.1,10,,,,
36645,20140420:1800,13.1,10,,,,
36645,20140420:1900,13.2,10,,,,
36645,20140420:2000,13.1,10,,,,
36645,20140420:2100,13,10,,,,
36645,20140420:2200,12.9,10,,,,
36645,20140420:2300,12.8,10,,,,
36645,20140421:0000,12.8,10,,,,
36645,20140421:0100,12.7,10,,,,
36645,20140421:0200,12.7,10,,,,
36645,20140421:0300,12.6,10,,,,
36645,20140421:0400,12.4,10,,,,
36645,20140421:0500,12.2,10,,,,
36645,20140421:0600,12,10,,,,
36645,20140421:0700,11.9,10,,,,
36645,20140421:0800,11.8,10,,,,
36645,20140421:0900,11.7,10,,,,
36645,20140421:1000,11.6,10,,,,
36645,20140421:1100,11.7,10,,,,
36645,20140421:1200,11.9,10,,,,
36645,20140421:1300,12.2,10,,,,
36645,20140421:1400,12.5,10,,,,
36645,20140421:1500,12.8,10,,,,
36645,20140421:1600,13.1,10,,,,
36645,20140421:1700,13.2,10,,,,
36645,20140421:1800,13.3,10,,,,
36645,20140421:1900,13.2,10,,,,
36645,20140421:2000,13.2,10,,,,
36645,20140421:2100,13.1,10,,,,
36645,20140421:2200,13.1,10,,,,
36645,20140421:2300,13,10,,,,
36645,20140422:0000,13,10,,,,
36645,20140422:0100,12.8,10,,,,
36645,20140422:0200,12.6,10,,,,
36645,20140422:0300,12.4,10,,,,
36645,20140422:0400,12.2,10,,,,
36645,20140422:0500,12.1,10,,,,
36645,20140422:0600,12,10,,,,
36645,20140422:0700,11.9,10,,,,
36645,20140422:0800,11.9,10,,,,
36645,20140422:0900,11.8,10,,,,
36645,20140422:1000,11.7,10,,,,
36645,20140422:1100,11.7,10,,,,
36645,20140422:1200,11.7,10,,,,
36645,20140422:1300,11.8,10,,,,
36645,20140422:1400,11.9,10,,,,
36645,20140422:1500,12,10,,,,
36645,20140422:1600,12.2,10,,,,
36645,20140422:1700,12.3,10,,,,
36645,20140422:1800,12.4,10,,,,
36645,20140422:1900,12.4,10,,,,
36645,20140422:2000,12.4,10,,,,
36645,20140422:2100,12.3,10,,,,
36645,20140422:2200,12.3,10,,,,
36645,20140422:2300,12.2,10,,,,
36645,20140423:0000,12.1,10,,,,
36645,20140423:0100,12,10,,,,
36645,20140423:0200,11.8,10,,,,
36645,20140423:0300,11.6,10,,,,
36645,20140423:0400,11.4,10,,,,
36645,20140423:0500,11.3,10,,,,
36645,20140423:0600,11.2,10,,,,
36645,20140423:0700,11.2,10,,,,
36645,20140423:0800,11.1,10,,,,
36645,20140423:0900,10.9,10,,,,
36645,20140423:1000,10.8,10,,,,
36645,20140423:1100,10.9,10,,,,
36645,20140423:1200,11,10,,,,
36645,20140423:1300,11.1,10,,,,
36645,20140423:1400,11.2,10,,,,
36645,20140423:1500,11.2,10,,,,
36645,20140423:1600,11.3,10,,,,
